inventory_id,product_id,stock_quantity,reorder_level,warehouse_location,last_restock_date
I0799,P0799,377,85,Delhi,28-07-2025
I0800,P0800,734,66,Delhi,10-03-2025
I0801,P0801,405,68,Bhopal,01-09-2025
I0802,P0802,95,93,Mumbai,14-07-2025
I0803,P0803,377,90,Mumbai,21-04-2025
I0804,P0804,269,82,Mumbai,21-04-2025
I0805,P0805,338,42,Delhi,06-05-2025
I0806,P0806,585,48,Delhi,24-06-2025
I0807,P0807,186,42,Indore,25-02-2025
I0808,P0808,516,98,Indore,14-01-2025
I0809,P0809,323,61,Indore,05-03-2025
I0810,P0810,464,85,Mumbai,02-04-2025
I0811,P0811,316,106,Delhi,18-07-2025
I0812,P0812,531,27,Mumbai,02-07-2025
I0813,P0813,676,109,Delhi,11-08-2025
I0814,P0814,208,102,Indore,10-02-2025
I0815,P0815,589,85,Delhi,21-03-2025
I0816,P0816,67,32,Mumbai,04-07-2025
I0817,P0817,710,36,Delhi,01-08-2025
I0818,P0818,714,70,Mumbai,30-04-2025
I0819,P0819,474,39,Pune,29-01-2025
I0820,P0820,702,86,Pune,15-01-2025
I0821,P0821,566,118,Pune,05-06-2025
I0822,P0822,578,57,Indore,15-03-2025
I0823,P0823,443,67,Pune,18-06-2025
I0824,P0824,447,41,Indore,12-06-2025
I0825,P0825,408,93,Pune,06-07-2025
I0826,P0826,715,114,Pune,10-02-2025
I0827,P0827,253,114,Pune,14-08-2025
I0828,P0828,539,75,Delhi,29-05-2025
I0829,P0829,428,95,Indore,25-02-2025
I0830,P0830,22,53,Indore,16-07-2025
I0831,P0831,333,88,Bhopal,26-02-2025
I0832,P0832,684,94,Delhi,19-05-2025
I0833,P0833,141,119,Mumbai,14-08-2025
I0834,P0834,280,119,Delhi,25-03-2025
I0835,P0835,744,114,Delhi,28-06-2025
I0836,P0836,644,82,Pune,20-03-2025
I0837,P0837,194,79,Mumbai,26-08-2025
I0838,P0838,713,50,Mumbai,19-01-2025
I0839,P0839,263,32,Indore,15-02-2025
I0840,P0840,387,33,Delhi,21-04-2025
I0841,P0841,526,63,Pune,11-03-2025
I0842,P0842,712,42,Indore,15-04-2025
I0843,P0843,549,57,Mumbai,15-03-2025
I0844,P0844,531,116,Pune,03-06-2025
I0845,P0845,256,37,Mumbai,14-06-2025
I0846,P0846,178,85,Bhopal,24-06-2025
I0847,P0847,529,107,Pune,22-02-2025
I0848,P0848,277,115,Pune,30-08-2025
I0849,P0849,348,115,Indore,22-07-2025
I0850,P0850,89,70,Bhopal,10-06-2025
I0851,P0851,362,75,Pune,30-04-2025
I0852,P0852,159,37,Indore,06-05-2025
I0853,P0853,665,53,Indore,17-05-2025
I0854,P0854,72,34,Bhopal,30-05-2025
I0855,P0855,151,89,Pune,17-08-2025
I0856,P0856,465,89,Delhi,17-08-2025
I0857,P0857,669,89,Mumbai,21-02-2025
I0858,P0858,298,56,Mumbai,02-01-2025
I0859,P0859,247,70,Indore,13-01-2025
I0860,P0860,339,110,Delhi,16-07-2025
I0861,P0861,130,41,Bhopal,13-04-2025
I0862,P0862,82,115,Mumbai,23-01-2025
I0863,P0863,472,100,Delhi,26-04-2025
I0864,P0864,122,80,Delhi,23-02-2025
I0865,P0865,538,91,Mumbai,11-01-2025
I0866,P0866,414,61,Mumbai,03-09-2025
I0867,P0867,65,48,Indore,17-04-2025
I0868,P0868,574,37,Pune,01-06-2025
I0869,P0869,569,111,Mumbai,30-05-2025
I0870,P0870,532,116,Pune,18-04-2025
I0871,P0871,289,30,Delhi,12-07-2025
I0872,P0872,642,43,Bhopal,21-04-2025
I0873,P0873,443,79,Mumbai,24-04-2025
I0874,P0874,146,51,Mumbai,23-03-2025
I0875,P0875,104,48,Indore,12-08-2025
I0876,P0876,786,76,Bhopal,15-01-2025
I0877,P0877,570,80,Bhopal,23-01-2025
I0878,P0878,399,49,Mumbai,31-05-2025
I0879,P0879,179,100,Mumbai,17-01-2025
I0880,P0880,760,71,Delhi,17-01-2025
I0881,P0881,788,38,Mumbai,10-04-2025
I0882,P0882,11,105,Mumbai,29-05-2025
I0883,P0883,316,89,Pune,11-04-2025
I0884,P0884,102,94,Indore,05-02-2025
I0885,P0885,494,25,Mumbai,04-07-2025
I0886,P0886,743,119,Pune,28-03-2025
I0887,P0887,114,65,Bhopal,28-03-2025
I0888,P0888,567,30,Pune,03-02-2025
I0889,P0889,572,39,Pune,06-06-2025
I0890,P0890,73,50,Bhopal,14-02-2025
I0891,P0891,730,23,Mumbai,17-07-2025
I0892,P0892,420,76,Mumbai,14-07-2025
I0893,P0893,602,34,Pune,28-07-2025
I0894,P0894,76,94,Bhopal,07-05-2025
I0895,P0895,629,94,Mumbai,25-05-2025
I0896,P0896,217,76,Delhi,22-04-2025
I0897,P0897,606,96,Bhopal,11-01-2025
I0898,P0898,662,76,Bhopal,09-01-2025
I0899,P0899,259,83,Mumbai,31-05-2025
I0900,P0900,702,115,Bhopal,12-04-2025
I0901,P0901,695,49,Delhi,27-07-2025
I0902,P0902,764,40,Bhopal,29-08-2025
I0903,P0903,329,79,Bhopal,24-08-2025
I0904,P0904,155,92,Mumbai,14-08-2025
I0905,P0905,322,70,Delhi,17-01-2025
I0906,P0906,594,36,Bhopal,05-07-2025
I0907,P0907,709,25,Indore,05-02-2025
I0908,P0908,375,60,Pune,11-06-2025
I0909,P0909,407,31,Delhi,26-08-2025
I0910,P0910,421,44,Bhopal,25-06-2025
I0911,P0911,186,95,Bhopal,25-06-2025
I0912,P0912,21,70,Indore,21-02-2025
I0913,P0913,620,22,Pune,13-08-2025
I0914,P0914,221,101,Bhopal,02-06-2025
I0915,P0915,272,38,Delhi,28-04-2025
I0916,P0916,687,66,Bhopal,03-02-2025
I0917,P0917,358,84,Bhopal,27-01-2025
I0918,P0918,116,109,Pune,25-05-2025
I0919,P0919,606,52,Bhopal,25-02-2025
I0920,P0920,235,76,Delhi,18-08-2025
I0921,P0921,414,35,Indore,30-08-2025
I0922,P0922,530,104,Bhopal,01-06-2025
I0923,P0923,44,36,Mumbai,29-01-2025
I0924,P0924,336,21,Bhopal,30-04-2025
I0925,P0925,376,31,Delhi,22-03-2025
I0926,P0926,383,20,Mumbai,30-06-2025
I0927,P0927,673,106,Mumbai,18-05-2025
I0928,P0928,794,47,Pune,22-05-2025
I0929,P0929,723,71,Delhi,08-04-2025
I0930,P0930,669,72,Delhi,10-02-2025
I0931,P0931,796,72,Delhi,22-05-2025
I0932,P0932,730,25,Indore,22-05-2025
I0933,P0933,722,46,Bhopal,29-07-2025
I0934,P0934,694,59,Bhopal,17-07-2025
I0935,P0935,104,96,Pune,17-07-2025
I0936,P0936,13,81,Indore,04-03-2025
I0937,P0937,393,107,Delhi,29-08-2025
I0938,P0938,535,99,Bhopal,13-03-2025
I0939,P0939,457,104,Pune,22-02-2025
I0940,P0940,385,65,Delhi,14-03-2025
I0941,P0941,81,98,Delhi,10-01-2025
I0942,P0942,709,100,Bhopal,10-01-2025
I0943,P0943,503,63,Mumbai,06-08-2025
I0944,P0944,158,71,Pune,25-04-2025
I0945,P0945,591,98,Bhopal,06-09-2025
I0946,P0946,38,74,Pune,12-06-2025
I0947,P0947,348,100,Indore,08-04-2025
I0948,P0948,274,53,Mumbai,09-05-2025
I0949,P0949,735,89,Mumbai,29-01-2025
I0950,P0950,210,38,Bhopal,06-07-2025
I0951,P0951,680,61,Pune,10-06-2025
I0952,P0952,297,86,Delhi,09-04-2025
I0953,P0953,180,47,Indore,14-01-2025
I0954,P0954,158,95,Delhi,02-08-2025
I0955,P0955,138,45,Mumbai,20-08-2025
I0956,P0956,166,65,Indore,12-07-2025
I0957,P0957,621,30,Pune,27-08-2025
I0958,P0958,683,110,Pune,12-04-2025
I0959,P0959,775,66,Bhopal,01-07-2025
I0960,P0960,793,43,Delhi,24-08-2025
I0961,P0961,124,45,Mumbai,05-08-2025
I0962,P0962,423,53,Pune,05-08-2025
I0963,P0963,596,113,Pune,26-03-2025
I0964,P0964,324,67,Bhopal,01-07-2025
I0965,P0965,347,113,Indore,06-05-2025
I0966,P0966,606,90,Delhi,19-05-2025
I0967,P0967,370,91,Pune,13-03-2025
I0968,P0968,321,107,Indore,19-06-2025
I0969,P0969,192,51,Delhi,13-04-2025
I0970,P0970,612,89,Mumbai,01-06-2025
I0971,P0971,773,41,Indore,29-06-2025
I0972,P0972,723,80,Delhi,27-04-2025
I0973,P0973,257,112,Mumbai,03-05-2025
I0974,P0974,232,33,Indore,15-07-2025
I0975,P0975,443,96,Delhi,21-02-2025
I0976,P0976,360,28,Pune,26-05-2025
I0977,P0977,461,60,Indore,26-05-2025
I0978,P0978,598,30,Pune,26-05-2025
I0979,P0979,408,62,Delhi,24-04-2025
I0980,P0980,642,71,Mumbai,21-04-2025
I0981,P0981,785,95,Delhi,18-01-2025
I0982,P0982,450,66,Mumbai,12-01-2025
I0983,P0983,658,66,Delhi,01-09-2025
I0984,P0984,614,87,Indore,05-04-2025
I0985,P0985,240,53,Delhi,19-08-2025
I0986,P0986,58,86,Delhi,09-06-2025
I0987,P0987,360,99,Pune,18-01-2025
I0988,P0988,33,69,Mumbai,15-08-2025
I0989,P0989,726,74,Delhi,15-08-2025
I0990,P0990,451,79,Delhi,03-09-2025
I0991,P0991,123,53,Pune,14-04-2025
I0992,P0992,684,105,Bhopal,01-07-2025
I0993,P0993,488,98,Indore,04-06-2025
I0994,P0994,131,103,Mumbai,28-04-2025
I0995,P0995,772,50,Bhopal,11-03-2025
I0996,P0996,592,58,Pune,13-04-2025
I0997,P0997,584,76,Mumbai,02-07-2025
I0998,P0998,593,29,Delhi,14-04-2025
I0999,P0999,375,28,Delhi,26-06-2025
I1000,P1000,93,109,Pune,20-06-2025
I1001,P1001,385,104,Mumbai,02-08-2025
I1002,P1002,622,62,Mumbai,18-07-2025
I1003,P1003,525,40,Delhi,26-07-2025
I1004,P1004,639,55,Mumbai,26-03-2025
I1005,P1005,197,108,Bhopal,06-01-2025
I1006,P1006,108,76,Bhopal,22-08-2025
I1007,P1007,28,102,Delhi,12-05-2025
I1008,P1008,714,76,Pune,02-08-2025
I1009,P1009,574,102,Mumbai,08-06-2025
I1010,P1010,168,113,Indore,07-04-2025
I1011,P1011,352,102,Indore,20-06-2025
I1012,P1012,204,55,Indore,25-03-2025
I1013,P1013,368,24,Delhi,23-02-2025
I1014,P1014,679,55,Delhi,04-02-2025
I1015,P1015,701,56,Indore,28-02-2025
I1016,P1016,768,66,Indore,03-09-2025
I1017,P1017,270,46,Delhi,30-06-2025
I1018,P1018,312,76,Pune,11-07-2025
I1019,P1019,363,117,Pune,09-01-2025
I1020,P1020,579,59,Bhopal,27-02-2025
I1021,P1021,91,61,Mumbai,05-07-2025
I1022,P1022,134,93,Bhopal,05-07-2025
I1023,P1023,430,109,Indore,08-08-2025
I1024,P1024,742,54,Bhopal,18-08-2025
I1025,P1025,358,58,Pune,23-06-2025
I1026,P1026,322,32,Mumbai,23-06-2025
I1027,P1027,378,87,Delhi,15-03-2025
I1028,P1028,523,63,Pune,07-09-2025
I1029,P1029,384,95,Mumbai,13-07-2025
I1030,P1030,768,28,Bhopal,07-07-2025
I1031,P1031,582,95,Mumbai,31-05-2025
I1032,P1032,341,96,Mumbai,14-04-2025
I1033,P1033,603,98,Delhi,24-02-2025
I1034,P1034,273,76,Bhopal,09-01-2025
I1035,P1035,161,40,Mumbai,20-07-2025
I1036,P1036,528,51,Mumbai,21-01-2025
I1037,P1037,740,73,Delhi,01-04-2025
I1038,P1038,271,62,Pune,28-05-2025
I1039,P1039,540,82,Bhopal,23-01-2025
I1040,P1040,521,91,Mumbai,10-02-2025
I1041,P1041,714,36,Pune,16-08-2025
I1042,P1042,640,64,Indore,28-08-2025
I1043,P1043,713,114,Delhi,04-04-2025
I1044,P1044,547,49,Bhopal,12-03-2025
I1045,P1045,235,87,Indore,06-06-2025
I1046,P1046,385,46,Delhi,08-06-2025
I1047,P1047,496,99,Indore,22-06-2025
I1048,P1048,556,70,Delhi,10-02-2025
I1049,P1049,334,26,Indore,08-07-2025
I1050,P1050,65,36,Pune,26-08-2025
I1051,P1051,499,76,Delhi,27-03-2025
I1052,P1052,505,75,Indore,14-03-2025
I1053,P1053,694,59,Mumbai,06-05-2025
I1054,P1054,274,38,Delhi,05-07-2025
I1055,P1055,748,53,Indore,31-08-2025
I1056,P1056,41,113,Pune,13-03-2025
I1057,P1057,459,43,Indore,21-07-2025
I1058,P1058,700,116,Mumbai,05-01-2025
I1059,P1059,363,45,Indore,22-08-2025
I1060,P1060,251,75,Pune,26-05-2025
I1061,P1061,540,91,Mumbai,09-03-2025
I1062,P1062,172,59,Delhi,03-08-2025
I1063,P1063,119,36,Indore,03-08-2025
I1064,P1064,324,110,Delhi,17-06-2025
I1065,P1065,618,64,Delhi,12-02-2025
I1066,P1066,698,107,Pune,12-08-2025
I1067,P1067,375,29,Mumbai,09-05-2025
I1068,P1068,74,99,Mumbai,19-03-2025
I1069,P1069,623,49,Indore,14-04-2025
I1070,P1070,455,36,Indore,13-04-2025
I1071,P1071,493,58,Bhopal,26-08-2025
I1072,P1072,791,72,Bhopal,29-06-2025
I1073,P1073,44,30,Bhopal,19-05-2025
I1074,P1074,119,77,Pune,30-06-2025
I1075,P1075,563,51,Mumbai,20-07-2025
I1076,P1076,578,66,Mumbai,19-08-2025
I1077,P1077,15,70,Delhi,19-08-2025
I1078,P1078,738,33,Bhopal,30-08-2025
I1079,P1079,757,88,Mumbai,19-01-2025
I1080,P1080,395,88,Mumbai,09-06-2025
I1081,P1081,473,117,Pune,17-02-2025
I1082,P1082,598,93,Delhi,17-02-2025
I1083,P1083,218,85,Indore,12-08-2025
I1084,P1084,445,120,Delhi,12-08-2025
I1085,P1085,417,120,Pune,02-09-2025
I1086,P1086,396,53,Pune,16-04-2025
I1087,P1087,430,35,Pune,19-03-2025
I1088,P1088,145,117,Indore,09-05-2025
I1089,P1089,415,49,Pune,01-07-2025
I1090,P1090,344,113,Pune,14-07-2025
I1091,P1091,251,107,Mumbai,06-01-2025
I1092,P1092,607,57,Indore,07-01-2025
I1093,P1093,321,108,Delhi,18-07-2025
I1094,P1094,150,31,Indore,19-03-2025
I1095,P1095,773,72,Bhopal,02-06-2025
I1096,P1096,38,61,Mumbai,21-01-2025
I1097,P1097,158,60,Delhi,02-02-2025
I1098,P1098,305,25,Indore,29-06-2025
I1099,P1099,730,42,Bhopal,29-06-2025
I1100,P1100,277,55,Mumbai,08-01-2025
I1101,P1101,316,92,Delhi,08-01-2025
I1102,P1102,410,42,Indore,21-01-2025
I1103,P1103,69,75,Pune,20-04-2025
I1104,P1104,449,94,Pune,16-01-2025
I1105,P1105,170,26,Pune,07-01-2025
I1106,P1106,290,51,Mumbai,08-08-2025
I1107,P1107,517,51,Mumbai,24-07-2025
I1108,P1108,123,87,Mumbai,03-04-2025
I1109,P1109,772,21,Pune,13-05-2025
I1110,P1110,527,90,Bhopal,22-05-2025
I1111,P1111,32,66,Mumbai,19-06-2025
I1112,P1112,508,81,Indore,24-03-2025
I1113,P1113,675,64,Indore,26-04-2025
I1114,P1114,590,58,Mumbai,26-03-2025
I1115,P1115,538,82,Bhopal,06-05-2025
I1116,P1116,604,93,Bhopal,13-03-2025
I1117,P1117,370,64,Mumbai,11-04-2025
I1118,P1118,553,40,Bhopal,28-02-2025
I1119,P1119,169,24,Indore,16-01-2025
I1120,P1120,764,32,Delhi,05-03-2025
I1121,P1121,206,39,Bhopal,21-07-2025
I1122,P1122,188,43,Pune,03-04-2025
I1123,P1123,463,77,Delhi,09-06-2025
I1124,P1124,435,80,Delhi,04-01-2025
I1125,P1125,28,90,Pune,09-02-2025
I1126,P1126,676,106,Indore,23-08-2025
I1127,P1127,524,112,Bhopal,23-08-2025
I1128,P1128,527,112,Mumbai,27-01-2025
I1129,P1129,54,58,Pune,13-07-2025
I1130,P1130,13,110,Indore,05-06-2025
I1131,P1131,457,107,Mumbai,02-04-2025
I1132,P1132,729,106,Indore,23-04-2025
I1133,P1133,268,77,Indore,12-04-2025
I1134,P1134,265,110,Delhi,26-07-2025
I1135,P1135,211,79,Pune,08-05-2025
I1136,P1136,755,110,Pune,24-03-2025
I1137,P1137,298,97,Delhi,19-04-2025
I1138,P1138,522,97,Bhopal,09-06-2025
I1139,P1139,338,41,Pune,22-07-2025
I1140,P1140,719,44,Bhopal,01-04-2025
I1141,P1141,611,60,Delhi,12-03-2025
I1142,P1142,399,93,Pune,18-04-2025
I1143,P1143,33,88,Pune,26-07-2025
I1144,P1144,302,68,Indore,04-03-2025
I1145,P1145,605,107,Pune,04-03-2025
I1146,P1146,99,64,Pune,14-05-2025
I1147,P1147,686,66,Pune,28-02-2025
I1148,P1148,726,120,Indore,02-08-2025
I1149,P1149,464,67,Pune,09-05-2025
I1150,P1150,22,54,Bhopal,31-07-2025
I1151,P1151,644,69,Indore,18-08-2025
I1152,P1152,627,34,Mumbai,29-06-2025
I1153,P1153,314,57,Indore,11-06-2025
I1154,P1154,112,27,Mumbai,07-02-2025
I1155,P1155,359,83,Mumbai,05-09-2025
I1156,P1156,50,114,Pune,19-01-2025
I1157,P1157,662,61,Delhi,07-07-2025
I1158,P1158,67,101,Mumbai,13-01-2025
I1159,P1159,744,93,Indore,25-07-2025
I1160,P1160,569,49,Delhi,26-02-2025
I1161,P1161,760,70,Delhi,26-02-2025
I1162,P1162,140,50,Mumbai,21-01-2025
I1163,P1163,325,82,Delhi,10-03-2025
I1164,P1164,407,113,Pune,28-05-2025
I1165,P1165,475,85,Pune,05-05-2025
I1166,P1166,737,85,Pune,26-05-2025
I1167,P1167,17,46,Pune,18-06-2025
I1168,P1168,741,72,Delhi,11-01-2025
I1169,P1169,779,33,Pune,04-02-2025
I1170,P1170,295,111,Bhopal,13-04-2025
I1171,P1171,372,119,Mumbai,24-06-2025
I1172,P1172,559,38,Bhopal,24-06-2025
I1173,P1173,297,59,Mumbai,23-07-2025
I1174,P1174,222,32,Indore,19-06-2025
I1175,P1175,122,63,Mumbai,24-08-2025
I1176,P1176,257,105,Pune,19-03-2025
I1177,P1177,742,82,Indore,29-01-2025
I1178,P1178,368,69,Pune,15-01-2025
I1179,P1179,693,50,Pune,07-06-2025
I1180,P1180,784,63,Indore,25-04-2025
I1181,P1181,362,27,Indore,10-08-2025
I1182,P1182,480,55,Mumbai,15-05-2025
I1183,P1183,288,37,Pune,15-08-2025
I1184,P1184,250,105,Mumbai,19-06-2025
I1185,P1185,303,34,Delhi,01-07-2025
I1186,P1186,685,82,Delhi,04-03-2025
I1187,P1187,654,119,Indore,31-07-2025
I1188,P1188,587,90,Pune,21-05-2025
I1189,P1189,795,60,Mumbai,04-09-2025
I1190,P1190,554,88,Delhi,23-08-2025
I1191,P1191,379,95,Pune,12-08-2025
I1192,P1192,251,67,Pune,18-02-2025
I1193,P1193,54,70,Pune,01-06-2025
I1194,P1194,675,106,Indore,01-06-2025
I1195,P1195,617,59,Mumbai,27-01-2025
I1196,P1196,40,76,Indore,25-07-2025
I1197,P1197,369,103,Pune,24-06-2025
I1198,P1198,771,39,Indore,14-08-2025
I1199,P1199,166,106,Mumbai,06-03-2025
I1200,P1200,457,63,Bhopal,28-03-2025
